ID,Unit Code,Unit Name,Credit Points,EFTSL,Unit Fee
1645,HRMT5502, People Analytics,6,0.125,"$1,813 "
1646,PSYC2218, Perception and Sensory Neuropsychology,6,0.125,$994 
1647,PSYC3318, Perception and Sensory Neuropsychology,6,0.125,$994 
1648,ECONM500, Performance and Measurement with Data Envelopment Analysis,6,0.125,"$1,813 "
1649,DENT6843, Periodontics Clinical Practice I Part 1,6,0.125,"$1,413 "
1650,DENT6844, Periodontics Clinical Practice I Part 2,6,0.125,"$1,413 "
1651,DENT6845, Periodontics Clinical Practice II Part 1,12,0.25,"$2,825 "
1652,DENT6846, Periodontics Clinical Practice II Part 2,12,0.25,"$2,825 "
1653,DENT6847, Periodontics Clinical Practice III Part 1,12,0.25,"$2,825 "
1654,DENT6848, Periodontics Clinical Practice III Part 2,12,0.25,"$2,825 "
1655,DENT6850, Periodontics Research Dissertation,6,0.125,"$1,413 "
1656,DENT6837, Periodontics Theory I Part 1,6,0.125,"$1,413 "
1657,DENT6838, Periodontics Theory I Part 2,6,0.125,"$1,413 "
1658,DENT6839, Periodontics Theory II Part 1,6,0.125,"$1,413 "
1659,DENT6840, Periodontics Theory II Part 2,6,0.125,"$1,413 "
1660,DENT6841, Periodontics Theory III Part 1,6,0.125,"$1,413 "
1661,DENT6842, Periodontics Theory III Part 2,6,0.125,"$1,413 "
1662,EDUC5429, Perspectives in Aboriginal Education,6,0.125,$494 
1663,GENG5504, Petroleum Engineering,6,0.125,$994 
1664,GEOS4412, Petroleum Systems,6,0.125,$994 
1665,PHCY5618, Pharmaceutical Chemistry and Analysis,6,0.125,$994 
1666,PHCY5615, Pharmacy Placement I,12,0.25,"$1,988 "
1667,PHCY5616, Pharmacy Placement II,12,0.25,"$1,988 "
1668,PHCY5614, Pharmacy Research Project,12,0.25,"$1,988 "
1669,PHIL3006, Philosophy East and West,6,0.125,"$1,813 "
1670,PHIL2004, Philosophy of Mind,6,0.125,"$1,813 "
1671,LING2002, Phonetics and Phonology: the Sounds of the World's Languages,6,0.125,$494 
1672,ARCT5536, Photo Real Rendering,6,0.125,$994 
1673,CHEM2002, Physical and Analytical Chemistry,6,0.125,$994 
1674,EDUC5689," Physical Development, Movement and Health",6,0.125,"$1,813 "
1675,SSEH5464, Physical Education Curriculum I,6,0.125,$494 
1676,SSEH5474, Physical Education Curriculum II,6,0.125,$494 
1677,SSEH1103, Physical Fitness and Health,6,0.125,"$1,813 "
1678,PHCY5610, Physical Pharmacy and Biopharmaceutics,6,0.125,$994 
1679,PHYS1001, Physics for Scientists and Engineers,6,0.125,$994 
1680,PHYS5512, Physics Reading Unit,6,0.125,$994 
1681,PHYS5001, Physics Research Project Development,6,0.125,$994 
1682,PHYS5301, Physics Research Project Part 1,6,0.125,$994 
1683,PHYS5302, Physics Research Project Part 2,6,0.125,$994 
1684,PHYS5303, Physics Research Project Part 3,6,0.125,$994 
1685,PHYS5304, Physics Research Project Part 4,6,0.125,$994 
1686,PHYL3002, Physiology of Cardiovascular and Respiratory Systems,6,0.125,$994 
1687,PHYL2002, Physiology of Cells,6,0.125,$994 
1688,PHYL2001, Physiology of Human Body Systems,6,0.125,$994 
1689,PHYL3004, Physiology of Integrated Organ Function,6,0.125,$994 
1690,PHYL3001," Physiology of Membranes, Muscles and Signalling",6,0.125,$994 
1691,PHYL3003, Physiology of Nutrition and Metabolism,6,0.125,$994 
1692,PHYL5510, Physiology of the Auditory System,6,0.125,$994 
1693,HART3333, Picturing the Self: Portraiture in Nineteenth-century Europe,6,0.125,$994 
1694,GEOG5004, Place-based and Participatory Development,6,0.125,"$1,813 "
1695,PSYC5903, Placement I,6,0.125,"$1,813 "
1696,PSYC5904, Placement II,6,0.125,"$1,813 "
1697,PUBH2209," Plagues, Pox and Pandemics: The History of Death and Disease",6,0.125,$994 
1698,PLNG5403, Planning and Governance,6,0.125,$994 
1699,PLNG4401, Planning Theory and Practice,12,0.25,"$1,988 "
1700,BIOL1131, Plant and Animal Biology,6,0.125,$994 
1701,AGRI4407, Plant and Human Nutrition,6,0.125,$494 
1702,PLNT2204, Plant Diversity and Evolution,6,0.125,$994 
1703,PLNT3301, Plant Physiological Ecology,6,0.125,$994 
1704,LACH2050, Plants and Landscape Systems,6,0.125,$994 
1705,PLNT2201, Plants in Action,6,0.125,$994 
1706,PODI5516, Podiatric Medicine and Surgery Seminars,6,0.125,$994 
1707,PODI5510, Podiatric Research Methodology,6,0.125,$994 
1708,PODI5304, Podiatric Research Project,6,0.125,$994 
1709,PODI6570, Podiatric Research Project (full-time),24,0.5,"$3,975 "
1710,PODI6571, Podiatric Research Project (part-time),12,0.25,"$1,988 "
1711,ENGL3001, Poetry and Poetics,6,0.125,$494 
1712,POLS3231, Politics of the Mass Media,6,0.125,"$1,813 "
1713,ASIA2004, Popular Culture in Asia,6,0.125,"$1,813 "
1714,MUSC1350, Popular Music in Global Perspective,6,0.125,$994 
1715,GEOG2206, Population Geography and Planning,6,0.125,"$1,813 "
1716,PUBH4404, Population Health Honours Project Part 1,12,0.25,"$1,988 "
1717,PUBH4405, Population Health Honours Project Part 2,12,0.25,"$1,988 "
1718,ENSC3016, Power and Machines,6,0.125,$994 
1719,ELEC5504, Power Electronics,6,0.125,$994 
1720,ELEC5505, Power System Analysis,6,0.125,$994 
1721,COMM1001," Power, Participation and Meaning",6,0.125,"$1,813 "
1722,PPHE4140, PPE Honours Dissertation 1,12,0.25,"$3,625 "
1723,PPHE4141, PPE Honours Dissertation 2,12,0.25,"$3,625 "
1724,ARCT5508, Practical Building Conservation,6,0.125,$994 
1725,MUSC1741, Practical Studies A,6,0.125,$994 
1726,MUSC1742, Practical Studies B,6,0.125,$994 
1727,MUSC2741, Practical Studies C,6,0.125,$994 
1728,MUSC3741, Practical Studies D,6,0.125,$994 
1729,PSYC5678, Practicum I,6,0.125,"$1,813 "
1730,PSYC5679, Practicum II,6,0.125,"$1,813 "
1731,PSYC5523, Practicum: Assessment and Diagnosis of ASD,6,0.125,"$1,813 "
1732,AGRI4401, Precision Agriculture,6,0.125,$494 
1733,IMED5421, Preparation for Internship,12,0.25,"$2,825 "
1734,MINEM501," Preparation, transport and deposition of tailings",2,0.042,$331 
1735,MUSC1341, Principal Studies 1,6,0.125,$994 
1736,MUSC1342, Principal Studies 2,6,0.125,$994 
1737,MUSC2541, Principal Studies 3,6,0.125,$994 
1738,MUSC2542, Principal Studies 4,6,0.125,$994 
1739,MUSC3541, Principal Studies 5,6,0.125,$994 
1740,MUSC3581, Principal Studies 5: Composition,6,0.125,$994 
1741,MUSC3583, Principal Studies 5: Musicology,6,0.125,$994 
1742,MUSC3585, Principal Studies 5: Performance,6,0.125,$994 
1743,MUSC3542, Principal Studies 6,6,0.125,$994 
1744,MUSC3582, Principal Studies 6: Composition,6,0.125,$994 
1745,MUSC3584, Principal Studies 6: Musicology,6,0.125,$994 
1746,MUSC3586, Principal Studies 6: Performance,6,0.125,$994 
1747,MGMT5526, Principles for Responsible Management,6,0.125,"$1,813 "
1748,IMED5802, Principles of Assessment and Evaluation,6,0.125,$494 
1749,ACCT5522, Principles of Auditing,6,0.125,"$1,813 "
1750,DENT5600, Principles of Dental Public Health,6,0.125,"$1,413 "
1751,MICR5842, Principles of Infection and Immunity,6,0.125,$994 
1752,GENE2250, Principles of Inheritance,6,0.125,$994 
1753,MICR5830, Principles of Mycology and Parasitology,6,0.125,$994 
1754,OPTM3102, Principles of Optometry 1,12,0.25,"$1,988 "
1755,OPTM3104, Principles of Optometry 2,12,0.25,"$1,988 "
1756,ACCT5637, Principles of Taxation,6,0.125,"$1,813 "
1757,IMED5801, Principles of Teaching and Learning,6,0.125,$494 
1758,PLNG5405, Principles of Urban and Regional Economics,6,0.125,"$1,813 "
1759,LAWS5115, Procedure,6,0.125,"$1,813 "
1760,ELEC5506, Process Instrumentation and Control,6,0.125,$994 
1761,ENSC3018, Process Synthesis and Design,6,0.125,$994 
1762,ECON5005, Production Economics and Efficiency Analysis,6,0.125,"$1,813 "
1763,PACM1100, Professional and Academic Communication,6,0.125,$494 
1764,CITS3200, Professional Computing,6,0.125,"$1,813 "
1765,CITS5206, Professional Computing,6,0.125,$994 
1766,WILG5001, Professional Development Practicum A,6,0.125,"$1,813 "
1767,WILG5002, Professional Development Practicum B,6,0.125,"$1,813 "
1768,WILG5003, Professional Development Practicum C,12,0.25,"$3,625 "
1769,WILG2201, Professional Experience Practicum,6,0.125,"$1,813 "
1770,WILG3001, Professional Experience Practicum,6,0.125,"$1,813 "
1771,LAWS5108, Professional Practice,6,0.125,"$1,813 "
1772,EDUC5510, Professional Practice A,6,0.125,$494 
1773,EDUC5535, Professional Practice A Secondary,6,0.125,$494 
1774,EDUC5500, Professional Practice B,6,0.125,$494 
1775,EDUC5536, Professional Practice B Secondary,6,0.125,$494 
1776,SSEH3394, Professional Practice Part 2,6,0.125,"$1,813 "
1777,MKTG2308, Professional Selling,6,0.125,"$1,813 "
1778,PSYC5544, Professional Skills,6,0.125,"$1,813 "
1779,SCIE5004, Professional Skills in Science,6,0.125,$994 
1780,SWSP5607, Professional Supervision,6,0.125,"$1,813 "
1781,ENGLM001, Professional Writing and Communication,2,0.042,$604 
1782,PHCY5632, Professionalism in Action Part 2,6,0.125,$994 
1783,BUSN5101, Programming for Business,6,0.125,$994 
1784,PODI4202, Progression of Clinical Practice I,6,0.125,$994 
1785,PODI4205, Progression of Clinical Practice II,6,0.125,$994 
1786,ARCT4440, Project Implementation and Documentation,6,0.125,$994 
1787,INMT2232, Project Management,6,0.125,"$1,813 "
1788,GENG5505, Project Management and Engineering Practice,6,0.125,$994 
1789,MGMT5240, Project Management in Oil & Gas,6,0.125,"$1,813 "
1790,EDUC5011, Promoting Child and Adolescent Positive Mental Health and Wellbeing,6,0.125,$494 
1791,SSEH2290, Promoting Lifelong Physical Activity,6,0.125,"$1,813 "
1792,EDUC5012, Promoting Positive Mental Health and Wellbeing: Translating Theory into Practice,6,0.125,$494 
1793,LAWS4104, Property,6,0.125,"$1,813 "
1794,DENT6885, Prosthodontics Clinical Practice I Part 1,6,0.125,"$1,413 "
1795,DENT6886, Prosthodontics Clinical Practice I Part 2,6,0.125,"$1,413 "
1796,DENT6889, Prosthodontics Clinical Practice II (Part 1),12,0.25,"$2,825 "
1797,DENT6890, Prosthodontics Clinical Practice II (Part 2),12,0.25,"$2,825 "
1798,DENT6893, Prosthodontics Clinical Practice III (Part 1),12,0.25,"$2,825 "
1799,DENT6894, Prosthodontics Clinical Practice III (Part 2),12,0.25,"$2,825 "
1800,DENT6895, Prosthodontics Research Dissertation,6,0.125,"$1,413 "
1801,DENT6883, Prosthodontics Theory I Part 1,6,0.125,"$1,413 "
1802,DENT6884, Prosthodontics Theory I Part 2,6,0.125,"$1,413 "
1803,DENT6887, Prosthodontics Theory II (Part 1),6,0.125,"$1,413 "
1804,DENT6888, Prosthodontics Theory II (Part 2),6,0.125,"$1,413 "
1805,DENT6891, Prosthodontics Theory III (Part 1),6,0.125,"$1,413 "
1806,DENT6892, Prosthodontics Theory III (Part 2),6,0.125,"$1,413 "
1807,PSYC3302, Psychological Measurement and its Application,6,0.125,"$1,813 "
1808,PSYC4413, Psychological Research and Practice,6,0.125,"$1,813 "
1809,PSYC4416, Psychological Research and Theory,6,0.125,"$1,813 "
1810,PSYC4410, Psychological Research Communication Skills,6,0.125,"$1,813 "
1811,PSYC3303, Psychological Science in the Modern World,6,0.125,"$1,813 "
1812,PSYC5610, Psychology Dissertation Part 1,12,0.25,"$3,625 "
1813,PSYC5613, Psychology Dissertation Part 2,12,0.25,"$3,625 "
1814,PSYC4421, Psychology Honours Research Project Part 1,12,0.25,"$3,625 "
1815,PSYC4422, Psychology Honours Research Project Part 2,12,0.25,"$3,625 "
1816,SSEH3375, Psychology of Sport,6,0.125,"$1,813 "
1817,PSYC5573, Psychology of Training,6,0.125,"$1,813 "
1818,PSYC1102, Psychology: Behaviour in Context,6,0.125,"$1,813 "
1819,PSYC2213, Psychology: Lifespan Development,6,0.125,"$1,813 "
1820,PSYC3313, Psychology: Lifespan Development,6,0.125,"$1,813 "
1821,PSYC1101, Psychology: Mind and Brain,6,0.125,"$1,813 "
1822,PSYC3310, Psychology: Specialist Research Topics,6,0.125,"$1,813 "
1823,SSEH2270," Psychosocial Aspects of Sport, Exercise and Health",6,0.125,"$1,813 "
1824,POLS5503, Public Administration,6,0.125,"$1,813 "
1825,MICR5836, Public and Environmental Health Microbiology,6,0.125,$994 
1826,COMM5104, Public Communication,6,0.125,"$1,813 "
1827,ECON5519, Public Economics,6,0.125,"$1,813 "
1828,ECON4405, Public Economics,6,0.125,"$1,813 "
1829,ECON5517, Public Finance,6,0.125,"$1,813 "
1830,PUBH5758, Public Health Practicum,24,0.5,"$3,975 "
1831,LAWS5165, Public International Law,6,0.125,"$1,813 "
1832,POLS5504, Public Sector Leadership in Practice,6,0.125,"$1,813 "
1833,BUSN4401, Qualitative Business Research Methods,6,0.125,"$1,813 "
1834,PUBH5805, Qualitative Research Methods in Health,6,0.125,$994 
1835,BUSN4402, Quantitative Business Research Methods,6,0.125,"$1,813 "
1836,ECON1111, Quantitative Methods for Business and Economics,6,0.125,$494 
1837,FINA2205, Quantitative Methods for Finance,6,0.125,"$1,813 "
1838,SCIE2267, Quantitative Methods in Environmental Management,6,0.125,$994 
1839,FINA5521, Quantitative Methods in Finance,6,0.125,"$1,813 "
1840,PHYS3005, Quantum Computation,6,0.125,$994 
1841,PHYS3101, Quantum Field Theory and Quantum Technology,6,0.125,$994 
1842,PHYS5020, Quantum Measurement and Technology,6,0.125,$994 
1843,PHYS3001, Quantum Mechanics and Atomic Physics,6,0.125,$994 
1844,PHYS2001, Quantum Physics and Electromagnetism,6,0.125,$994 
1845,GEND3904, Queer Theory,6,0.125,"$1,813 "
1846,PHYS5402, Radiation Biology and Protection,6,0.125,$994 
1847,PHYS5404, Radiation Physics and Dosimetry,6,0.125,$994 
1848,PHYS5405, Radiation Safety,6,0.125,$994 
1849,PHYS5403, Radiotherapy Physics,6,0.125,$994 
1850,STAT3061, Random Processes and their Applications,6,0.125,$494 
1851,CHPR4406, Reaction Engineering,6,0.125,$994 
1852,ENGL1902, Reading Bodies,6,0.125,"$1,813 "
1853,ENGL1501, Reading Creatively/ Writing Creatively,6,0.125,"$1,813 "
1854,GEOG2202, Reading Landscapes: People and Processes,6,0.125,$994 
1855,HART4401, Readings in Contemporary Theory,6,0.125,$994 
1856,GEOG3306, Regional Development and Planning,6,0.125,"$1,813 "
1857,PLNG5512, Regional Planning,6,0.125,$994 
1858,POLS5505, Regulation and Governance,6,0.125,"$1,813 "
1859,CITS1402, Relational Database Management Systems,6,0.125,$994 
1860,POLS5611," Religion, Global Identities and World Politics",6,0.125,"$1,813 "
1861,CLAN3009," Religion, Society and the Divine in the Roman World: From Augustus to Augustine",6,0.125,"$1,813 "
1862,ENVT5503, Remediation of Soils and Groundwater,6,0.125,$994 
1863,LAWS5105, Remedies,6,0.125,"$1,813 "
1864,ENVT4409, Remote Sensing of the Environment,6,0.125,$994 
1865,HIST2345," Renaissance, Reformation, Revolt: Europe 1450-1650",6,0.125,"$1,813 "
1866,GENG5506, Renewable Energy,6,0.125,$994 
1867,OCEN4007, Renewable Ocean Energy,6,0.125,$994 
1868,SSEH5694, Research Colloquium,6,0.125,"$1,813 "
1869,PATH5114, Research Communication,6,0.125,$994 
1870,BMED4002, Research Communication in Biomedical Sciences,6,0.125,$994 
1871,PAED4401, Research Conduct and Ethics,6,0.125,"$1,413 "
1872,SCIE5550, Research Design,6,0.125,$994 
1873,APHB4002, Research Design and Analysis Part 1,6,0.125,$994 
1874,APHB4003, Research Design and Analysis Part 2,6,0.125,$994 
1875,EMED5501, Research Design in Emergency Medicine,6,0.125,"$1,413 "
1876,MSCI4001," Research Methodology, Data Acquisition and Evaluation Part 1",6,0.125,$994 
1877,MSCI4002," Research Methodology, Data Acquisition and Evaluation Part 2",6,0.125,$994 
1878,MSCI4003," Research Methodology, Data Acquisition and Evaluation Part 3",6,0.125,$994 
1879,MSCI4004," Research Methodology, Data Acquisition and Evaluation Part 4",6,0.125,$994 
1880,SSEH4602, Research Methods,6,0.125,"$1,813 "
1881,SWSP5602, Research Methods,6,0.125,"$1,813 "
1882,PODI4208, Research Methods,6,0.125,$994 
1883,FINA4590, Research Methods in Accounting & Finance,6,0.125,"$1,813 "
1884,PSYC5513, Research Methods in Applied Settings,6,0.125,"$1,813 "
1885,DENT5629, Research Methods in Dental Public and Primary Health,6,0.125,"$1,413 "
1886,ENVT4422, Research Methods in Environmental Science,6,0.125,$994 
1887,SWSP5407, Research Methods in Social Work,6,0.125,"$1,813 "
1888,LAWS6750, Research Paper I,6,0.125,"$1,813 "
1889,LAWS5694, Research Paper I,6,0.125,"$1,813 "
1890,LAWS5695, Research Paper II,12,0.25,"$3,625 "
1891,LAWS6751, Research Paper II,12,0.25,"$3,625 "
1892,LAWS6752, Research Paper III Part 1,6,0.125,"$1,813 "
1893,LAWS5696, Research Paper III Part 1,6,0.125,"$1,813 "
1894,LAWS5697, Research Paper III Part 2,6,0.125,"$1,813 "
1895,LAWS6753, Research Paper III Part 2,6,0.125,"$1,813 "
1896,SWSP9904, Research Paradigms in Social Work Studies Part 1,6,0.125,"$1,813 "
1897,SWSP9910, Research Paradigms in Social Work Studies Part 2,6,0.125,"$1,813 "
1898,EDUC9973, Research Paradigms: Doctoral Project Report,12,0.25,$988 
1899,PHYS3046, Research Placement,6,0.125,$994 
1900,ENIS5000, Research Project (Assessed in EMS),6,0.125,$994 
1901,ENIS5001, Research Project (Assessed in EMS),6,0.125,$994 
1902,ENIS5002, Research Project (Assessed in EMS),6,0.125,$994 
1903,ENIS5003, Research Project (Assessed in EMS),6,0.125,$994 
1904,REIS5000, Research Project (Assessed in FABLE),6,0.125,"$1,813 "
1905,REIS5001, Research Project (Assessed in FABLE),6,0.125,"$1,813 "
1906,REIS5002, Research Project (Assessed in FABLE),6,0.125,"$1,813 "
1907,REIS5003, Research Project (Assessed in FABLE),6,0.125,"$1,813 "
1908,MEIS5000, Research Project (Assessed in HMS),6,0.125,$994 
1909,MEIS5001, Research Project (Assessed in HMS),6,0.125,$994 
1910,MEIS5002, Research Project (Assessed in HMS),6,0.125,$994 
1911,MEIS5003, Research Project (Assessed in HMS),6,0.125,$994 
1912,SCIS5000, Research Project (Assessed in Science),6,0.125,$994 
1913,SCIS5001, Research Project (Assessed in Science),6,0.125,$994 
1914,SCIS5002, Research Project (Assessed in Science),6,0.125,$994 
1915,SCIS5003, Research Project (Assessed in Science),6,0.125,$994 
1916,SMED5411, Research Project 3,6,0.125,$994 
1917,MSCI4005, Research Project Development and Communication,6,0.125,$994 
1918,MICR5838, Research Project in Infectious Diseases Part 1,12,0.25,"$1,988 "
1919,MICR5841, Research Project in Infectious Diseases Part 2,12,0.25,"$1,988 "
1920,PATH5115, Research Project Part 1,6,0.125,$994 
1921,PATH5117, Research Project Part 1,18,0.375,"$2,981 "
1922,PATH5118, Research Project Part 2,18,0.375,"$2,981 "
1923,PATH5116, Research Project Part 2,6,0.125,$994 
1924,PATH5113, Research Project Proposal,6,0.125,$994 
1925,MGMT6795, Research Proposal and Defence,18,0.375,"$5,438 "
1926,PHYS5562, Research Proposal in Astronomy and Astrophysics,6,0.125,$994 
1927,PHYS5035, Research Proposal in Computational Physics,6,0.125,$994 
1928,PHYS5025, Research Proposal in Experimental Physics,6,0.125,$994 
1929,PHYS5435, Research Proposal in Medical Physics,6,0.125,$994 
1930,PHYS5015, Research Proposal in Theoretical Physics,6,0.125,$994 
1931,RSDTM001, Research Skills Fundamentals,3,0.063,$497 
1932,ARLA4506," Research Strategies in Landscape Architecture, Urban Design and Architecture",6,0.125,$994 
1933,SMED5331, Research Unit 1,6,0.125,$994 
1934,SMED5341, Research Unit 2,6,0.125,$994 
1935,CLAN4101, Researching the Classical World 1 - Problems and Resources,6,0.125,$494 
1936,CLAN4102, Researching the Classical World 2 - the Research Seminar in Practice,6,0.125,$494 
1937,SOCS5301, Researching the Past,6,0.125,"$1,813 "
1938,POLS5682, Responding to International Crises,6,0.125,"$1,813 "
1939,AGRIM503, Responsible Agricultural Practices,6,0.125,$494 
1940,DENT4231, Restorative and Rehabilitative Sciences 1,6,0.125,"$1,413 "
1941,DENT4232, Restorative and Rehabilitative Sciences 2,6,0.125,"$1,413 "
1942,DENT4233, Restorative and Rehabilitative Sciences 3,6,0.125,"$1,413 "
1943,DENT4234, Restorative and Rehabilitative Sciences 4,6,0.125,"$1,413 "
1944,DENT4235, Restorative and Rehabilitative Sciences 5,6,0.125,"$1,413 "
1945,DENT4236, Restorative and Rehabilitative Sciences 6,6,0.125,"$1,413 "
1946,DENT5337, Restorative and Rehabilitative Sciences 7,6,0.125,"$1,413 "
1947,DENT5338, Restorative and Rehabilitative Sciences 8,6,0.125,"$1,413 "
1948,HIST3012," Rights, Rule and Power: From Magna Carta to the French Revolution",6,0.125,"$1,813 "
1949,ECON2105, Rise of the Global Economy,6,0.125,"$1,813 "
1950,FINA5520, Risk Management and Financial Instruments,6,0.125,"$1,813 "
1951,GENG5507," Risk, Reliability and Safety",6,0.125,$994 
1952,GENG5508, Robotics,6,0.125,$994 
1953,MINE4404, Rock Mechanics,6,0.125,$994 
1954,ENGL2604, Romanticism and Revolution,6,0.125,$494 
1955,SRUR5331, Rural Specialisation - Research Unit 1,6,0.125,$994 
1956,SRUR5341, Rural Specialisation - Research Unit 2,6,0.125,$994 
1957,SRUR5411, Rural Specialisation - Research Unit 3,6,0.125,$994 
1958,SRUR5332, Rural Specialisation - Service Learning Unit 1,6,0.125,$994 
1959,SRUR5342, Rural Specialisation - Service Learning Unit 2,6,0.125,$994 
1960,SRUR5412, Rural Specialisation - Service Learning Unit 3,6,0.125,$994 
1961,BIOL3360, Saving Endangered Species,6,0.125,$994 
1962,SCOM3325, Science Communication as an Academic Discipline,6,0.125,"$1,813 "
1963,SCOM5311, Science Communication as an Academic Discipline,6,0.125,"$1,813 "
1964,SCOM5810, Science Communication Dissertation Part 1,6,0.125,"$1,813 "
1965,SCOM5811, Science Communication Dissertation Part 2,6,0.125,"$1,813 "
1966,SCOM5812, Science Communication Dissertation Part 3,6,0.125,"$1,813 "
1967,SCOM5813, Science Communication Dissertation Part 4,6,0.125,"$1,813 "
1968,SCOM4402, Science Communication Literature Review,6,0.125,"$1,813 "
1969,SCIE2206, Science Consultancy Project,6,0.125,$994 
1970,EDUC5465, Science Curriculum I,6,0.125,$494 
1971,EDUC5475, Science Curriculum II,6,0.125,$494 
1972,SCIE5005, Science in Practice,6,0.125,$994 
1973,OPTM3101, Science of the Eye and Visual System 1,12,0.25,"$1,988 "
1974,OPTM3103, Science of the Eye and Visual System 2,12,0.25,"$1,988 "
1975,SCIE5304, Science Practicum,6,0.125,$994 
1976,SCOM3205, Science Presentations,6,0.125,"$1,813 "
1977,SCIE4501, Science Research Dissertation Part 1,6,0.125,$494 
1978,SCIE4502, Science Research Dissertation Part 2,6,0.125,$494 
1979,SCIE4503, Science Research Dissertation Part 3,6,0.125,$494 
1980,APHB5521, Science Research Project Part 1,6,0.125,$994 
1981,APHB5522, Science Research Project Part 2,6,0.125,$994 
1982,APHB5523, Science Research Project Part 3,6,0.125,$994 
1983,SCIE2205, Science Work Placement,6,0.125,$994 
1984,SCOM2208, Science Writing,6,0.125,"$1,813 "
1985,SCIE1104," Science, Society and Data Analysis",6,0.125,$494 
1986,MATH3022, Scientific and Industrial Modelling,6,0.125,$494 
1987,APHB4001, Scientific Communication Part 1,6,0.125,$994 
1988,APHB4008, Scientific Communication Part 2,6,0.125,$994 
1989,FNSC5622, Scientific Expert Testimony,6,0.125,$994 
1990,MUSC4631, Secondary Music Curriculum 1,6,0.125,$494 
1991,MUSC4632, Secondary Music Curriculum 2,6,0.125,$494 
1992,GEOS5509, Sedimentary Basin Field Excursion,6,0.125,$994 
1993,LAWS5135, Select Topics in Insurance Law,6,0.125,"$1,813 "
1994,MGMT5615, Selected Topics in Management,6,0.125,"$1,813 "
1995,ELEC5508, Semiconductor Nanoelectronics,6,0.125,$994 
1996,MSCI4099, Seminar Appraisal and Presentation Part 2,6,0.125,$994 
1997,SVLG2003, Service Learning for Guild and Student Leaders I,6,0.125,"$1,813 "
1998,SVLG2004, Service Learning for Guild and Student Leaders II,6,0.125,"$1,813 "
1999,SVLG4003, Service Learning for Guild and Student Leaders III,6,0.125,"$1,813 "
2000,SVLG4004, Service Learning Guild and Student Leaders IV,6,0.125,"$1,813 "
2001,SMED5332, Service Learning Unit 1,6,0.125,$994 
2002,SMED5342, Service Learning Unit 2,6,0.125,$994 
2003,SMED5412, Service Learning Unit 3,6,0.125,$994 
2004,BIOL5504, Sex in the Sea,6,0.125,$994 
2005,ANTH2405," Sex, Gender and Social Life",6,0.125,"$1,813 "
2006,CLAN3011," Sex, Gender, and the Body in the Greco-Roman World",6,0.125,"$1,813 "
2007,GEND2903," Sex, Gender, Technology and Science",6,0.125,"$1,813 "
2008,ENGL3602," Shakespeare: Page, Stage, Screen",6,0.125,$494 
2009,ELEC4404, Signal Processing,6,0.125,$994 
2010,ENSC3015, Signals and Systems,6,0.125,$994 
2011,IMED5806, Simulation and Interprofessional Learning in Health Professions Education,6,0.125,$494 
2012,OCENM525, Site investigation for and principles of offshore geotechnical engineering design,2,0.042,$331 
2013,MGMT5601, Small Business Management,6,0.125,"$1,813 "
2014,MKTG2301, Small Business Management,6,0.125,"$1,813 "
2015,MGMT5516, Social Impact: Entrepreneurs and Social Innovation,6,0.125,"$1,813 "
2016,EDUC5503, Social Interaction and the Developing Child,6,0.125,$494 
2017,MGMT5518, Social Investment and Philanthropy,6,0.125,"$1,813 "
2018,ASIA3003, Social Issues in Contemporary China,6,0.125,"$1,813 "
2019,LAWS3317, Social Media and the Law,6,0.125,"$1,813 "
2020,EMPL1206, Social Relations of Work,6,0.125,"$1,813 "
2021,SCIE2100, Social Responsibility in Action,6,0.125,"$1,813 "
2022,ANTH2001, Social Thought,6,0.125,"$1,813 "
2023,SWSP5634, Social Work and Mental Health Practice,6,0.125,"$1,813 "
2024,SWSP5630, Social Work Methods 1:Introduction to Psychosocial Theory,6,0.125,"$1,813 "
2025,SWSP5631, Social Work Methods 2: Theory for Practice-Working with People,6,0.125,"$1,813 "
2026,SWSP5633, Social Work Methods 3: Evidence Based Practice-Counselling,6,0.125,"$1,813 "
2027,SWSP5406, Social Work Methods 4: Consolidating Theory and Practice,6,0.125,"$1,813 "
2028,ANTH2406," Society, Law and Politics",6,0.125,"$1,813 "
2029,CITS5551, Software Engineering Design Project 1,6,0.125,$994 
2030,CITS5552, Software Engineering Design Project 2,6,0.125,$994 
2031,CITS1001, Software Engineering with Java,6,0.125,$994 
2032,CITS4401, Software Requirements and Design,6,0.125,$994 
2033,CITS5501, Software Testing and Quality Assurance,6,0.125,$994 
2034,ENVT2236, Soil Science,6,0.125,$994 
2035,ENVT3060, Soil-Plant Interactions,6,0.125,$994 
2036,ENSC3004, Solid Mechanics,6,0.125,$994 
2037,MUSC3571, Sound Art: Advanced Studio,6,0.125,$994 
2038,MUSC3572, Sound Art: Major Project,12,0.25,"$1,988 "
2039,MUSC2276," Sound, Image and Space",6,0.125,$994 
2040,POLS3302, South Asia and the Middle East: Foreign Relations and Politics,6,0.125,"$1,813 "
2041,SPAN1401, Spanish Studies 1,6,0.125,$494 
2042,SPAN1402, Spanish Studies 2,6,0.125,$494 
2043,SPAN2403, Spanish Studies 3,6,0.125,$494 
2044,SPAN2404, Spanish Studies 4,6,0.125,$494 
2045,SPAN3405, Spanish Studies 5,6,0.125,$494 
2046,SPAN3406, Spanish Studies 6,6,0.125,$494 
2047,STAT3063, Spatial Statistics and Modelling,6,0.125,$494 
